time	time_uncertainty	Event	Temperature	VAS	Target_temperature
395.7	1.1	Initialised	0	0	0
2265.5	1.8	Measurement	38	0	38
2650.5	418.4	Measurement	38	0	0
3431.4	2.1	Measurement	38	0	0
3797.3	2.6	Measurement	38	0	0
4164.3	2.7	Measurement	38	0	0
4530.3	3	Measurement	38	0	0
4896.3	2.7	Measurement	38	0	0
5213.3	3	Initiate Peak	38	0	39
5567.4	3.4	Measurement	38	0	39
5929.3	3.1	Measurement	38.9	0	39
5962.2	3.2	Peak Temperature	38.9	0	39
6265.4	3.3	Measurement	39.2	0	38
6428.5	3.4	Measurement	38.5	0	38
6795.4	3.6	Measurement	38.1	0	0
7161.3	3.6	Measurement	38	0	0
7528.3	3.8	Measurement	38.1	0	0
7894.3	3.9	Measurement	38	0	0
8260.3	4	Measurement	38	0	0
8577.3	4.2	Initiate Peak	38	0	40
8932.3	4.6	Measurement	38	0	40
9293.3	4.5	Measurement	40	0	40
9326.2	4.6	Peak Temperature	40	0	40
9630.4	5.1	Measurement	40.8	0	38
9792.5	4.8	Measurement	40.4	0	38
9959.4	5.2	Measurement	39.7	0	38
10125.5	5.1	Measurement	39	0	38
10292.4	5.3	Measurement	38.3	0	38
10658.3	5.8	Measurement	38	0	0
11025.3	5.5	Measurement	38.1	0	0
11391.3	5.7	Measurement	38.1	0	0
11757.3	5.7	Measurement	38.1	0	0
12125.3	5.9	Measurement	38.1	0	0
12490.3	6	Measurement	38.1	0	0
12857.3	6.3	Measurement	38.1	0	0
13173.3	6.3	Initiate Peak	38.1	0	41
13530.3	7.9	Measurement	38.1	0	41
13906.3	6.6	Measurement	39	0	41
14272.3	6.8	Measurement	40.9	0	41
14305.7	6.7	Peak Temperature	40.9	0	41
14612.4	8.3	Measurement	41	0	38
14788.5	6.9	Measurement	40.4	0	38
14955.5	7.1	Measurement	39.6	0	38
15121.5	7.4	Measurement	38.9	0	38
15488.3	7.3	Measurement	38.3	0	0
15854.3	7.7	Measurement	38.1	0	0
16221.3	7.9	Measurement	38.2	0	0
16588.3	7.8	Measurement	38.2	0	0
16953.3	8.3	Measurement	38.1	0	0
17270.3	8.1	Initiate Peak	38.1	0	42
17629.3	8.3	Measurement	38.1	0	42
18003.3	8.3	Measurement	39.1	0	42
18369.3	8.4	Measurement	41.9	0	42
18402.6	8.5	Peak Temperature	41.9	0	42
18711.4	8.8	Measurement	42.7	0	38
18885.5	8.8	Measurement	42.1	0	38
19052.5	9	Measurement	41.4	0	38
19219.2	9.2	Measurement	40.7	0	38
19385.4	9.2	Measurement	40	0	38
19551.5	9.8	Measurement	39.3	0	38
19718.5	9.8	Measurement	38.6	0	38
20084.3	9.5	Measurement	38.2	0	0
20451.3	17.7	Measurement	38.2	0	0
20835.3	9.7	Measurement	38.3	0	0
21200.5	9.9	Measurement	38.2	0	0
21567.4	10	Measurement	38.2	0	0
21883.3	10.1	Initiate Peak	38.2	0	43
22244.3	10.7	Measurement	38.2	0	43
22616.4	10.9	Measurement	39.2	0	43
22982.4	13.4	Measurement	41	0	43
23365.4	11.6	Measurement	42.9	0	43
23398.7	10.6	Peak Temperature	42.9	0	43
23709.4	10.9	Measurement	43.1	0	38
23881.5	11.2	Measurement	42.4	0	38
24048.5	11	Measurement	41.7	0	38
24214.5	11.6	Measurement	41	0	38
24381.4	11.5	Measurement	40.2	0	38
24547.4	11.6	Measurement	39.5	0	38
24714.5	11.8	Measurement	38.7	0	38
25081.3	12	Measurement	38.3	0	0
25447.3	13.1	Measurement	38.3	0	0
25813.3	15.5	Measurement	38.3	0	0
26197.3	13.4	Measurement	38.3	0	0
26579.3	12.1	Measurement	38.3	0	0
26946.3	13.3	Measurement	38.3	0	0
27262.3	12.2	Initiate Peak	38.3	0	44
27625.3	13	Measurement	38.3	0	44
27995.3	12.7	Measurement	39.3	0	44
28361.3	13.9	Measurement	41.1	0	44
28728.3	14	Measurement	42.7	0	44
29111.3	14.5	Measurement	44.3	0	44
29161	13.2	Peak Temperature	44.3	0	44
29474.5	15	Measurement	43.5	0	38
29643.4	15.6	Measurement	42.8	0	38
29827.5	14.1	Measurement	41.9	0	38
30010.4	14.1	Measurement	41.1	0	38
30193.5	15	Measurement	40.2	0	38
30376.4	14.3	Measurement	39.4	0	38
