time	time_uncertainty	Event	Temperature	VAS	Target_temperature
1450	1.3	Initialised	0	0	0
3314.5	1.8	Measurement	38.3	0	38
3699.3	2.1	Measurement	38.3	0	0
4063.3	3.8	Measurement	38.4	0	0
4430.3	3.9	Measurement	38.4	0	0
4797.3	2.6	Measurement	38.4	0	0
5164.3	2.7	Measurement	38.3	0	0
5530.3	3	Measurement	38.3	0	0
5897.3	5.7	Measurement	38.3	0	0
6262.3	4.3	Measurement	38.3	0	0
6628.3	3	Measurement	38.3	0	0
6945.3	3.4	Initiate Peak	38.3	0	42
7303.3	3.3	Measurement	38.3	0	42
7661.3	3.4	Measurement	38.7	0	42
8027.3	3.6	Measurement	39.6	0	42
8393.3	3.7	Measurement	40.4	0	42
8760.3	3.7	Measurement	41.2	0	42
9126.3	4	Measurement	41.9	0	42
9159.6	4	Peak Temperature	41.9	0	42
9463.4	4.2	Measurement	41.3	0	38
9625.4	4.5	Measurement	40.5	0	38
9792.5	4.4	Measurement	39.8	0	38
9959.4	4.6	Measurement	39	0	38
10125.5	4.6	Measurement	38.4	0	38
10492.3	4.8	Measurement	38.2	0	0
10858.3	4.8	Measurement	38.3	0	0
11224.3	5.4	Measurement	38.3	0	0
11591.3	5.1	Measurement	38.3	0	0
11957.3	5.2	Measurement	38.2	0	0
12324.3	5.5	Measurement	38.2	0	0
12690.3	5.5	Measurement	38.2	0	0
13056.3	5.5	Measurement	38.2	0	0
13423.3	5.6	Measurement	38.2	0	0
13789.3	5.7	Measurement	38.2	0	0
14155.3	6	Measurement	38.2	0	0
14522.3	6.1	Measurement	38.2	0	0
14888.3	6.1	Measurement	38.2	0	0
15255.3	6.2	Measurement	38.2	0	0
15621.3	6.5	Measurement	38.2	0	0
15989.4	6.5	Measurement	38.2	0	0
16355.3	6.9	Measurement	38.2	0	0
16722.3	6.7	Measurement	38.2	0	0
17088.3	6.8	Measurement	38.2	0	0
17453.3	7.1	Measurement	38.2	0	0
17819.3	7.3	Measurement	38.2	0	0
18186.3	7.2	Measurement	38.2	0	0
18552.3	7.4	Measurement	38.2	0	0
18869.3	8.8	Initiate Peak	38.2	0	46
19229.3	10.1	Measurement	38.2	0	46
19601.4	8.2	Measurement	38.7	0	46
19968.3	7.8	Measurement	39.5	0	46
20334.3	8.2	Measurement	40.4	0	46
20700.3	8.2	Measurement	41.1	0	46
21067.3	8.5	Measurement	41.9	0	46
21434	8.8	Measurement	42.7	0	46
21800.3	8.5	Measurement	43.4	0	46
22166.3	8.6	Measurement	44.2	0	46
22532.3	8.6	Measurement	45	0	46
22901.6	9.3	Measurement	45.9	0	46
22932.2	9.2	Peak Temperature	45.9	0	46
23241.4	9.3	Measurement	45.5	0	38
23415.4	9.2	Measurement	44.7	0	38
23581.5	9.2	Measurement	43.9	0	38
23748.4	9.6	Measurement	43.1	0	38
23914.5	9.6	Measurement	42.2	0	38
24081.4	9.7	Measurement	41.4	0	38
24247.4	9.8	Measurement	40.5	0	38
24414.5	9.9	Measurement	39.7	0	38
24580.4	45.1	Measurement	38.9	0	38
24980.4	13.5	Measurement	38.2	0	0
25347.3	12.8	Measurement	38.1	0	0
25713.3	10.4	Measurement	38.2	0	0
26080.3	61.3	Measurement	38.2	0	0
26496.3	11.3	Measurement	38.1	0	0
26862.3	11.3	Measurement	38.2	0	0
27229.3	13	Measurement	38.2	0	0
27612.3	11.2	Measurement	38.2	0	0
27978.3	14	Measurement	38.2	0	0
28361.3	11.6	Measurement	38.2	0	0
28727.3	14	Measurement	38.2	0	0
29111.3	11.8	Measurement	38.2	0	0
29477.3	13.8	Measurement	38.2	0	0
