time	time_uncertainty	Event	Temperature	VAS	Target_temperature
851.6	1.3	Initialised	0	0	0
2714.6	2.7	Measurement	38	0	38
3100.3	2.1	Measurement	38	0	0
3464.5	2.7	Measurement	38	0	0
3830.5	2.8	Measurement	38	0	0
4197.3	48	Measurement	38	0	0
4613.3	2.6	Measurement	38	0	0
4979.3	2.6	Measurement	38	0	0
5347.3	2.7	Measurement	38	0	0
5713.3	389.4	Measurement	38	0	0
6463.7	5.4	Measurement	38	0	0
6829.4	3.9	Measurement	38	0	0
7194.3	3.1	Measurement	38	0	0
7561.3	3.6	Measurement	38	0	0
7927.3	3.6	Measurement	38	0	0
8293.3	4.1	Measurement	38	0	0
8610.3	3.8	Initiate Peak	38	0	42
9315.5	3.8	Measurement	38	0	42
9676.4	4.2	Measurement	41.2	0	42
10043.4	5.1	Measurement	41.9	0	42
10075.6	4.3	Peak Temperature	41.9	0	42
10379.8	5	Measurement	0	0	38
10542.6	5.1	Measurement	40.8	0	38
10708.6	5	Measurement	40	0	38
10875.6	5.5	Measurement	39.2	0	38
11041.6	5.3	Measurement	38.5	0	38
11408.3	5.3	Measurement	38	0	0
11774.4	5.1	Measurement	38	0	0
12141.4	5.4	Measurement	38.1	0	0
12508.4	5.7	Measurement	38.1	0	0
12874.4	6	Measurement	38.1	0	0
13241.4	6.5	Measurement	38	0	0
13606.4	5.8	Measurement	38	0	0
13972.4	6	Measurement	38	0	0
14339.4	5.9	Measurement	38	0	0
14705.3	6.1	Measurement	38	0	0
15072.4	6.1	Measurement	38	0	0
15388.4	6.3	Initiate Peak	38	0	46
16096.4	6.6	Measurement	38.1	0	46
16471.4	6.8	Measurement	39.1	0	46
16837.4	6.6	Measurement	41.4	0	46
17203.4	7	Measurement	45.2	0	46
17570.4	7	Measurement	45.9	0	46
17603.2	6.9	Peak Temperature	45.9	0	46
17910.6	8	Measurement	0	0	38
18086.6	7.7	Measurement	44.9	0	38
18252.6	7.4	Measurement	43.9	0	38
18419.6	7.8	Measurement	43.1	0	38
18585.7	7.6	Measurement	42.2	0	38
18752.6	7.8	Measurement	41.3	0	38
18918.6	8.2	Measurement	40.4	0	38
19085.6	8	Measurement	39.6	0	38
19251.6	8.2	Measurement	38.8	0	38
19618.4	8.4	Measurement	38.3	0	0
19984.4	16	Measurement	38.2	0	0
20368.4	8.6	Measurement	38.3	0	0
20734.4	8.6	Measurement	38.2	0	0
21101.4	9.3	Measurement	38.2	0	0
21468.4	9.2	Measurement	38.2	0	0
21834.4	9	Measurement	38.2	0	0
22200.4	9.1	Measurement	38.2	0	0
22566.4	9.4	Measurement	38.2	0	0
22932.4	9.4	Measurement	38.2	0	0
23299.4	9.4	Measurement	38.2	0	0
23665.6	9.8	Measurement	38.2	0	0
23982.4	9.6	Initiate Peak	38.2	0	50
24693.4	10	Measurement	38.2	0	50
25064.4	10.4	Measurement	39.3	0	50
25430.4	10.3	Measurement	41.6	0	50
25797.6	10.7	Measurement	43.5	0	50
26163.6	11	Measurement	45.3	0	50
26529.4	10.5	Measurement	49.2	0	50
26896.4	10.8	Measurement	50	0	50
26929.4	10.5	Peak Temperature	50	0	50
27239.6	12.1	Measurement	0	0	38
27412.7	11.7	Measurement	48.7	0	38
27578.6	12.3	Measurement	47.7	0	38
27745.6	12.4	Measurement	46.8	0	38
27912.6	12.4	Measurement	45.9	0	38
28078.7	12.6	Measurement	44.9	0	38
28245.6	12.4	Measurement	44.1	0	38
28411.6	12.7	Measurement	43.2	0	38
28578.5	12.5	Measurement	42.4	0	38
28744.6	11.9	Measurement	41.5	0	38
28911.6	13.2	Measurement	40.7	0	38
29094.7	12	Measurement	39.9	0	38
29260.6	12.5	Measurement	39	0	38
29427.8	13.4	Measurement	38.6	0	38
29794.4	13.5	Measurement	38.4	0	0
30178.4	12.9	Measurement	38.5	0	0
30561.4	12.8	Measurement	38.5	0	0
30944.4	13	Measurement	38.4	0	0
31326.4	13.9	Measurement	38.4	0	0
31709.4	14.7	Measurement	38.4	0	0
32092.4	13.3	Measurement	38.4	0	0
32458.4	16.2	Measurement	38.4	0	0
32841.4	13.4	Measurement	38.4	0	0
33208.4	14.7	Measurement	38.4	0	0
33591.4	13.8	Measurement	38.4	0	0
33976.4	14	Measurement	38.4	0	0
34357.4	14.2	Measurement	38.4	0	0
34690.3	14.7	Initiate Peak	38.4	0	53
